	S2N	p-val	FDR
FLJ39237	-0.12540310621261597	0.294461738002594	0.7693925964546402
CD4	-0.12541551887989044	0.2944397884864811	0.7693925964546402
KCNAB3	-0.12543611228466034	0.2944093584755063	0.7693925964546402
ARFIP2	-0.12560507655143738	0.294174897735209	0.7689437997131308
TRIM46	-0.1256881058216095	0.29404020752269777	0.7686919666145018
COG1	-0.125864177942276	0.29378379726628756	0.7681218207904005
RBMXL1	-0.12596888840198517	0.2936241644218298	0.7678045917036265
MPZ	-0.1260305941104889	0.293522398483488	0.7676386170906719
PPIL2	-0.12604127824306488	0.29350394093584753	0.7676386170906719
MTMR6	-0.1261138767004013	0.29339269679736607	0.7674996737570143
FLJ39061	-0.12611877918243408	0.29338621171305995	0.7674996737570143
NUP205	-0.1263771653175354	0.29298962386511024	0.7666453465605013
RBBP7	-0.1263892948627472	0.292969669759553	0.7666453465605013
NNMT	-0.12641066312789917	0.29293325351691113	0.7666453465605013
TRIM31	-0.12641531229019165	0.2929282649905218	0.7666453465605013
OR8D2	-0.12642481923103333	0.2929152948219096	0.7666453465605013
PIP5K3	-0.12643492221832275	0.2929018258006585	0.7666453465605013
BBS10	-0.1264481246471405	0.2928843659582959	0.7666453465605013
USP6NL	-0.12650717794895172	0.2927930759253716	0.7666453465605013
TRIM23	-0.12652911245822906	0.2927676344407862	0.7666453465605013
UBE2O	-0.12655100226402283	0.2927451860720343	0.7666453465605013
CEBPD	-0.12688928842544556	0.2922443380225481	0.7656946804339302
SLC4A2	-0.12698198854923248	0.2921176294522598	0.7654627450980392
LOC400163	-0.1269940286874771	0.2921011673151751	0.7654627450980392
WDR69	-0.1270081251859665	0.29208021550434	0.7654627450980392
RNF151	-0.12701718509197235	0.2920702384515614	0.7654627450980392
GPR77	-0.12707765400409698	0.29197096677641426	0.7654627450980392
BAPX1	-0.12715674936771393	0.29184625361668165	0.7652517985611512
BPGM	-0.1273251473903656	0.2915988227077721	0.7647030350601779
MBTPS2	-0.12763836979866028	0.291147859922179	0.7636203061625018
LOC283045	-0.12772226333618164	0.2910166616781403	0.7633760795603246
LOC284296	-0.1277271807193756	0.2910076823306395	0.7633760795603246
GRRP1	-0.12773334980010986	0.2909987029831388	0.7633760795603246
LOC339400	-0.12780530750751495	0.2908809737603512	0.7633198062573636
GPR109B	-0.12816888093948364	0.2903422129103063	0.7620057606703327
TBK1	-0.12824273109436035	0.29022897336126907	0.7618083016891449
LOC286359	-0.12830398976802826	0.29013369250723337	0.7616579360921949
MPHOSPH9	-0.12847259640693665	0.2898717948717949	0.7610700720366733
SLC39A8	-0.12856318056583405	0.2897246333433104	0.7607833376997643
KIAA1822L	-0.12861353158950806	0.28965180085802655	0.7606917332634614
TAGLN3	-0.12861789762973785	0.28964531577372044	0.7606917332634614
TIMELESS	-0.12868919968605042	0.28952708769829394	0.760563491023457
RASL11A	-0.12872833013534546	0.28947371046592835	0.7605229357798166
IL12RB1	-0.12873663008213043	0.28946522997106655	0.7605229357798166
CHRM2	-0.12875917553901672	0.28943679537064754	0.7605229357798166
WDR78	-0.12882648408412933	0.28933203631647214	0.7604497181067262
NOS2A	-0.12888547778129578	0.2892482290731318	0.7603291371623394
CLCN2	-0.12892574071884155	0.2891913598722937	0.7602793442622952
SPATA3	-0.12899309396743774	0.2890945824603412	0.7601246065057713
RTDR1	-0.12902209162712097	0.2890561708071436	0.7601233110324019
LOC284276	-0.1290525496006012	0.2890147660381123	0.7601141432694831
RP11-217H1.1	-0.12910212576389313	0.28894143470018957	0.7600209946201286
LOC439911	-0.12923435866832733	0.28874339020253414	0.7595997375328084
C9ORF24	-0.12924768030643463	0.2887234360969769	0.7595997375328084
HHCM	-0.12927445769309998	0.28867903821211216	0.7595997375328084
MYST4	-0.12929342687129974	0.2886521001696099	0.7595997375328084
CLIPR-59	-0.12929753959178925	0.28864511623266487	0.7595997375328084
EIF2S3	-0.12933239340782166	0.28858774817918786	0.7595997375328084
TCF1	-0.1293850541114807	0.28851541454654295	0.7595981087470449
CARD15	-0.1295032948255539	0.2883492966177791	0.75926047550243
ARPP-19	-0.12954728305339813	0.28827646413249525	0.7591684182869154
ZCSL2	-0.12954752147197723	0.28827646413249525	0.7591684182869154
TMEM57	-0.12956580519676208	0.2882510226479098	0.7591684182869154
ARL8A	-0.12966592609882355	0.28810036915095283	0.7590038112761205
HNMT	-0.12975074350833893	0.2879746582859423	0.7587723449001051
RSHL1	-0.12976422905921936	0.2879562007383019	0.7587723449001051
WDR60	-0.1298428177833557	0.2878529382420433	0.7586510649487247
HDHD2	-0.12986695766448975	0.2878165219994014	0.7586510649487247
MGC40574	-0.12988890707492828	0.2877791080514816	0.7586510649487247
EPHB6	-0.12993741035461426	0.28770827097675344	0.7585689859266079
FLJ40288	-0.12998387217521667	0.2876299511124414	0.7584622467771639
NMT1	-0.1300523430109024	0.28752469320562707	0.7582844362583872
MAP4K1	-0.1300937533378601	0.28746034121520503	0.7582144736842106
LOC400768	-0.1301257461309433	0.287424922677841	0.7582144736842106
PTCRA	-0.13013193011283875	0.2874139479197845	0.7582144736842106
SPANXB1	-0.13015806674957275	0.2873825202035319	0.7582144736842106
CCL14	-0.1302122324705124	0.2873056968971366	0.7582056345444972
TEX2	-0.13026052713394165	0.28724284146463136	0.7581395655036208
ARL13B	-0.13035409152507782	0.28711313977850944	0.7578970239662892
ISLR2	-0.13038085401058197	0.28707522697795074	0.7578967470038194
XPC	-0.13048528134822845	0.2869260700389105	0.7576027397260274
COL11A2	-0.13054388761520386	0.2868422627955702	0.7574812277697273
C14ORF106	-0.13054659962654114	0.28683677541654196	0.7574812277697273
ATOX1	-0.13054803013801575	0.2868347800059862	0.7574812277697273
SIGLEC1	-0.13062463700771332	0.2867240347201437	0.7574683711122826
LAMA4	-0.1306833177804947	0.28663074927666365	0.7573217345459338
LOC284395	-0.1307000368833542	0.2866053077920782	0.7573217345459338
INSRR	-0.13070884346961975	0.2865958295919385	0.7573217345459338
TM7SF4	-0.13074393570423126	0.2865344707173501	0.7573217345459338
IL9	-0.13086822628974915	0.28632744687219397	0.7569194250296717
C19ORF36	-0.13098545372486115	0.2861518507432904	0.7565549986810868
MGC52000	-0.13099093735218048	0.2861418736905118	0.7565549986810868
EPAG	-0.13106441497802734	0.2860266387309189	0.7564234828496043
ST6GALNAC1	-0.13112807273864746	0.28592587049785495	0.7562567621058188
HDHD3	-0.13116823136806488	0.28586900129701687	0.7562061229875957
HAND2	-0.13117773830890656	0.2858550334231268	0.7562061229875957
ABCD4	-0.13118502497673035	0.2858470517809039	0.7562061229875957
UNQ846	-0.1312400847673416	0.28576573880075823	0.7562061229875957
C10ORF49	-0.13124124705791473	0.2857652399481193	0.7562061229875957
GALNACT-2	-0.13134804368019104	0.2856120921879677	0.7560253532285752
OSCAR	-0.13135680556297302	0.2856031128404669	0.7560253532285752
MYCNOS	-0.13138256967067719	0.28557368053477	0.7560253532285752
CFHR2	-0.13142448663711548	0.2855078319864312	0.7560253532285752
AKT2	-0.13142675161361694	0.2855063354285144	0.7560253532285752
CDKL2	-0.13162048161029816	0.2852359572982141	0.7555285412262156
FLJ20021	-0.13163195550441742	0.28521999401376835	0.7555285412262156
NUP210	-0.13163265585899353	0.28521849745585154	0.7555285412262156
RETSAT	-0.13166794180870056	0.2851681133393196	0.7555285412262156
HAVCR2	-0.13167494535446167	0.28515713858126307	0.7555285412262156
SYT8	-0.13172341883182526	0.28509328544348	0.7555285412262156
ELSPBP1	-0.1317281574010849	0.28508630150653497	0.7555285412262156
SERPINA4	-0.13173368573188782	0.285078818716951	0.7555285412262156
PSG9	-0.1317541003227234	0.28505337723236557	0.7555285412262156
TWSG1	-0.13177114725112915	0.28502743689514115	0.7555285412262156
VDP	-0.131838858127594	0.28493215604110544	0.7555285412262156
LOC400708	-0.13189765810966492	0.2848353786291529	0.7555285412262156
ILKAP	-0.13200072944164276	0.2847066746483089	0.7553242456326099
LOC440957	-0.13203778862953186	0.28464731118427616	0.7552667107875579
VBP1	-0.13210387527942657	0.2845535268881572	0.7551178183743712
RAMP2	-0.13216586410999298	0.2844727127606505	0.755003309943069
VWF	-0.13226714730262756	0.2843205627057767	0.7546994173728814
KIAA1414	-0.13235200941562653	0.28419784495659983	0.7544735796583234
SEZ6L2	-0.13240253925323486	0.2841235159133992	0.7543761589403973
PCBP3	-0.13240759074687958	0.28411653197645415	0.7543761589403973
TNFRSF13C	-0.13252125680446625	0.2839489174897735	0.7541123476417594
OR7A17	-0.13253197073936462	0.28393295420532777	0.7541123476417594
IL1RAPL1	-0.13258770108222961	0.2838431607303203	0.7540312748476015
DKFZP761P0423	-0.13262103497982025	0.2838007582560112	0.7540185553346588
CDCP1	-0.13265039026737213	0.2837563603711464	0.7540005302226935
KCTD6	-0.1326754093170166	0.2837209418337823	0.7540005302226935
LY6G6E	-0.13269934058189392	0.28368851641225185	0.7540005302226935
TSC22D4	-0.1327333301305771	0.28364162426419237	0.7539954913141493
GPR21	-0.1327483206987381	0.2836146862216901	0.7539954913141493
HTR7P	-0.13286472856998444	0.2834465728823706	0.7536768802228413
DTNB	-0.1329018622636795	0.2833946922079218	0.7536388962589546
SACM1L	-0.13327203691005707	0.2828559313578769	0.7523059572774314
MAPK8IP2	-0.13328003883361816	0.2828419634839868	0.7523059572774314
ZNF266	-0.13339407742023468	0.2826888157238352	0.7520610484406105
VANGL1	-0.13340233266353607	0.28267135588147263	0.7520610484406105
KCNU1	-0.13343603909015656	0.28261847750174596	0.7520610484406105
LHX2	-0.13346344232559204	0.2825830589643819	0.7520610484406105
FSD1	-0.1334937959909439	0.2825286840267385	0.7520342583986189
FRY	-0.13349784910678864	0.28252269779507133	0.7520342583986189
PRAME	-0.13357529044151306	0.2824124513618677	0.7519245583742861
METTL7A	-0.13358981907367706	0.2823895041404769	0.7519245583742861
ATP5O	-0.13379980623722076	0.28208071435697896	0.7512408662149596
CLINT1	-0.1339111477136612	0.2819061159333533	0.7508756311453628
LHX1	-0.13392013311386108	0.2818961388805747	0.7508756311453628
ADD2	-0.1340441107749939	0.2817200438990322	0.7505794790005316
LOC388948	-0.1340484619140625	0.28171555422528183	0.7505794790005316
NPHS1	-0.1340492069721222	0.28171405766736507	0.7505794790005316
BP75	-0.13414256274700165	0.28157986630749277	0.7505052519611753
HEBP1	-0.1341647356748581	0.2815439489174898	0.7505052519611753
KCNN2	-0.13417604565620422	0.28153047989623864	0.7505052519611753
MTPN	-0.13432249426841736	0.28131597326149854	0.7501010907156158
CCDC15	-0.13460992276668549	0.28089294622368555	0.7490727683916457
LOC123688	-0.13469578325748444	0.280774718148259	0.7488571048430016
NHS	-0.13473950326442719	0.28071136386311485	0.748787757817698
SNTA1	-0.13474038243293762	0.28070986730519804	0.748787757817698
ARL6IP2	-0.13475677371025085	0.2806879177890851	0.748787757817698
KCNK13	-0.1348160058259964	0.2806041105457448	0.748787757817698
FLJ37478	-0.13483145833015442	0.28058864611393797	0.748787757817698
MDH1B	-0.13483382761478424	0.2805851541454654	0.748787757817698
HNRPA1	-0.13484756648540497	0.2805617080714357	0.748787757817698
FAM22A	-0.13491757214069366	0.2804559513119824	0.748787757817698
PPAPDC2	-0.13492292165756226	0.28044896737503744	0.748787757817698
DKFZP667F0711	-0.1349407136440277	0.2804275167115634	0.748787757817698
IFIT1	-0.13495394587516785	0.2804145465429512	0.748787757817698
CAV2	-0.1349605917930603	0.28040706375336727	0.748787757817698
KRT38	-0.13502338528633118	0.280315773720443	0.748787757817698
LOC643556	-0.13508285582065582	0.28023845156140875	0.748787757817698
IKZF2	-0.1351945996284485	0.28009627855931357	0.7485415277962938
NRL	-0.1352805346250534	0.27998154245235957	0.7483346666666666
LOC283140	-0.13546472787857056	0.2797036815324753	0.7476916922256301
DUSP16	-0.1355176866054535	0.2796313478998304	0.7475980261403041
LOC339524	-0.13552667200565338	0.27961787887857925	0.7475980261403041
LRRC3	-0.13562054932117462	0.27947371046592834	0.7473759338313767
NCF2	-0.13565778732299805	0.2794148458545346	0.7473182121414276
TMEM71	-0.13569289445877075	0.279368452559114	0.7472938350680544
ECE1	-0.13569292426109314	0.279368452559114	0.7472938350680544
FAM101A	-0.1358034610748291	0.27921131397785093	0.747072877736252
KRTAP17-1	-0.1358378380537033	0.2791579367454854	0.7470297690562008
C1ORF179	-0.13591867685317993	0.27903571784894743	0.7468024032042724
ADARB2	-0.13592535257339478	0.27902324653297417	0.7468024032042724
KNG1	-0.13595332205295563	0.27897934750074826	0.7468024032042724
KLHDC3	-0.13595394790172577	0.27897884864810935	0.7468024032042724
TRPM8	-0.13605251908302307	0.2788421630250424	0.7466831418648143
ZNF214	-0.136117085814476	0.2787573580764242	0.7465557782231128
RP13-383K5.1	-0.13614018261432648	0.2787289234760052	0.7465557782231128
PGC	-0.13616515696048737	0.2786900129701686	0.7465557782231128
HBE1	-0.1361997276544571	0.2786476104958595	0.7465557782231128
ENPP4	-0.13622866570949554	0.27861518507432903	0.7465557782231128
GSTA3	-0.13624297082424164	0.2785947321161329	0.7465557782231128
SLC23A2	-0.13624908030033112	0.2785862516212711	0.7465557782231128
CHIC1	-0.13630832731723785	0.2785034420832086	0.7465557782231128
BLVRB	-0.13638459146022797	0.2783852140077821	0.7463568276046543
SNX21	-0.13640552759170532	0.2783567794073631	0.7463568276046543
COQ5	-0.13647755980491638	0.27824952608999304	0.7461926421404683
LY6D	-0.13648448884487152	0.278242542153048	0.7461926421404683
MAPK8IP1	-0.13649044930934906	0.2782345605108251	0.7461926421404683
GPR27	-0.13649284839630127	0.27823007083707474	0.7461926421404683
PTK9	-0.13657605648040771	0.2781018657088696	0.7461926421404683
TRIM17	-0.13661392033100128	0.27804499650803155	0.7461432396251674
LOC644222	-0.13668464124202728	0.2779427317170508	0.745968670504753
ZNF407	-0.13671177625656128	0.27790082809538064	0.7459560792715587
KIAA1712	-0.13672326505184174	0.27788137284246234	0.7459560792715587
C5ORF28	-0.13672930002212524	0.2778748877581562	0.7459560792715587
TTTY12	-0.13675732910633087	0.27783847151551433	0.7459560792715587
FOXRED1	-0.13679194450378418	0.27778509428314874	0.7459560792715587
C19ORF19	-0.13681888580322266	0.2777501745984236	0.7459560792715587
CLEC12A	-0.1369098275899887	0.2776134889753567	0.7457839721254356
LOC90586	-0.13693471252918243	0.2775730819116033	0.7457753652325425
IFNA10	-0.13698060810565948	0.27750823106854233	0.7457010723860589
GRIN2A	-0.13703329861164093	0.2774448767833982	0.7456307816061134
GPR20	-0.13717088103294373	0.2772458345804649	0.7451957629391257
PARC	-0.13718317449092865	0.27722787588546344	0.7451957629391257
PLAG1	-0.13719522953033447	0.2772079217799062	0.7451957629391257
LOC283575	-0.13721871376037598	0.27717200438990325	0.7451957629391257
GADL1	-0.13723526895046234	0.2771440686421231	0.7451957629391257
ITGB2	-0.13729165494441986	0.27706125910406065	0.7451957629391257
LSM14B	-0.13732483983039856	0.27700887957697296	0.7451583467525497
CD38	-0.13732634484767914	0.2770073830190562	0.7451583467525497
FBXO8	-0.13738609850406647	0.27691509528085406	0.7451060402684564
C14ORF178	-0.13739222288131714	0.2769056170807144	0.7451060402684564
LOC84661	-0.1373930126428604	0.27690412052279756	0.7451060402684564
MAMDC1	-0.13745103776454926	0.27681233163723434	0.7451060402684564
C20ORF144	-0.1374642252922058	0.2767968672054275	0.7451060402684564
HPYR1	-0.13751079142093658	0.2767295220991719	0.7451060402684564
FNDC8	-0.13751158118247986	0.2767295220991719	0.7451060402684564
RIC8A	-0.13762381672859192	0.2765723835179088	0.7448837834206636
LRRC40	-0.1376912146806717	0.2764691210216502	0.74470572426767
GOLGA8A	-0.1377403885126114	0.27639828394692206	0.744614971106034
MYOZ1	-0.1377609372138977	0.2763718447570588	0.744614971106034
CPNE7	-0.1377655565738678	0.2763673550833084	0.744614971106034
SLC38A3	-0.13779674470424652	0.27632595031427715	0.744614971106034
RAB4A	-0.1378147155046463	0.27629751571385813	0.744614971106034
MYO1A	-0.13782966136932373	0.2762805547241345	0.744614971106034
RPS27	-0.13784265518188477	0.2762660879976055	0.744614971106034
ZNF493	-0.13787247240543365	0.27622617978649106	0.744614971106034
WDR90	-0.13789865374565125	0.27618826698593235	0.744614971106034
CSPG4LYP2	-0.13791771233081818	0.2761573381223187	0.744614971106034
ZNF625	-0.13792341947555542	0.2761518507432904	0.744614971106034
C21ORF114	-0.13800901174545288	0.2760231467624464	0.744614971106034
SYNPO	-0.1381007730960846	0.2758989324553527	0.7444703190200564
LYNX1	-0.13818222284317017	0.2757856929063155	0.7442649434571891
CKM	-0.1382414698600769	0.27569739598922477	0.7441268345226875
KCTD19	-0.13830125331878662	0.27561608300907914	0.7440075410719096
FLJ12355	-0.13851551711559296	0.27531178289933156	0.7432861952861953
ATP5A1	-0.13853323459625244	0.2752848448568293	0.7432861952861953
FLJ90650	-0.1386812925338745	0.27506734510625563	0.7428263505321299
AMDD	-0.13869285583496094	0.27504838870597625	0.7428263505321299
C20ORF181	-0.13877667486667633	0.27493514915693906	0.7426694515563941
C17ORF68	-0.1387968212366104	0.2748967375037414	0.74266576819407
DLL4	-0.13882610201835632	0.2748508430609598	0.742641865480523
C15ORF32	-0.13889741897583008	0.27473760351192256	0.742435966567808
SOX21	-0.13891106843948364	0.2747121620273371	0.742435966567808
D21S2091E	-0.1390131115913391	0.27457048787788085	0.7421844660194173
COL25A1	-0.13907016813755035	0.274483188666068	0.742048550236008
TMCC1	-0.13907814025878906	0.2744727127606505	0.742048550236008
LOC201229	-0.13911128044128418	0.27441883667564604	0.742048550236008
GFI1B	-0.13923369348049164	0.2742492267784097	0.7417161359956828
LRCH4	-0.13924899697303772	0.27422927267285246	0.7417161359956828
NEU1	-0.1392832249403	0.2741828793774319	0.7417161359956828
ITPKB	-0.13932918012142181	0.27411752968173203	0.7416601430692401
IPW	-0.1393582969903946	0.2740726329442283	0.7416387688984881
OR8G1	-0.13944651186466217	0.2739399381422728	0.7413797758876739
MEIS1	-0.13949249684810638	0.273881073530879	0.7413205509046719
FLJ31222	-0.13954702019691467	0.2738027536665669	0.741208642808913
SHC2	-0.1395493894815445	0.27380175596128903	0.741208642808913
GALP	-0.1395881623029709	0.27374488676045095	0.741208642808913
SKP1A	-0.13961271941661835	0.2737094682230869	0.741208642808913
LARP6	-0.13967521488666534	0.27361219195849545	0.7410930955276314
CTNNA3	-0.13976339995861053	0.27349895240945826	0.7408864864864865
ALKBH7	-0.13976989686489105	0.2734914696198743	0.7408864864864865
NRXN3	-0.13984990119934082	0.27338122318667063	0.7407677750743443
PCYT2	-0.14010587334632874	0.273020053876085	0.7398891442476679
ARF5	-0.14011234045028687	0.27301157338122317	0.7398891442476679
TCEB3	-0.14014042913913727	0.2729711663174698	0.7398891442476679
GNA11	-0.14014272391796112	0.272970168612192	0.7398891442476679
TNNI3	-0.14020635187625885	0.2728753866107952	0.7398891442476679
LOC92270	-0.14022240042686462	0.27285243938940434	0.7398891442476679
AKR7A3	-0.14027129113674164	0.2727806046093984	0.7398403463672034
PPARGC1B	-0.1402953714132309	0.2727431906614786	0.7398389715832205
C8ORF75	-0.14041534066200256	0.2725646014167415	0.7394545946677493
C9ORF130	-0.1404256522655487	0.2725496358375736	0.7394545946677493
TTC21A	-0.14046961069107056	0.27247730220492866	0.7394178963043183
RHD	-0.1406187117099762	0.272259802454355	0.738927701056052
GZMA	-0.1406477838754654	0.2722218896537963	0.7389248476641842
ZNHIT4	-0.14069637656211853	0.27214656290531775	0.7388204225352112
MAP2K2	-0.14082549512386322	0.2719639828394692	0.7384247595828254
PTPRN2	-0.14084191620349884	0.2719405367654395	0.7384247595828254
ALCAM	-0.14086125791072845	0.2719165918387708	0.7384247595828254
LOC253724	-0.1409180909395218	0.271836276563903	0.7383780487804877
CAMK4	-0.14099085330963135	0.27172702783597724	0.7381813253828431
ZNF75A	-0.14102646708488464	0.2716681632245835	0.7381214421252372
MGC45438	-0.14107908308506012	0.2715838571286042	0.7379924088382811
FLJ41455	-0.141114741563797	0.2715314776015165	0.7379501084598699
WFIKKN1	-0.1411670744419098	0.27146064052678837	0.737857627118644
CCIN	-0.14124011993408203	0.27135638032525194	0.7376742609167345
C21ORF117	-0.14124011993408203	0.27135638032525194	0.7376742609167345
MICA	-0.14135195314884186	0.27120323256510026	0.7374579489962018
CASQ2	-0.14142009615898132	0.2710954803950913	0.7372649572649572
RXFP1	-0.14144203066825867	0.27105906415244935	0.7372649572649572
SHBG	-0.14149197936058044	0.27097525690910906	0.7371380105848826
SCTR	-0.14150390028953552	0.27095979247730223	0.7371380105848826
ATP6V1C1	-0.14151231944561005	0.27095081312980146	0.7371380105848826
ZNF563	-0.14158232510089874	0.27085104260201537	0.7371001900624491
DIP	-0.14158637821674347	0.2708485483388207	0.7371001900624491
LOC554247	-0.14167286455631256	0.2707183478000599	0.7369391634980988
AYP1P1	-0.1417049616575241	0.2706729522099172	0.736915659377971
C10ORF96	-0.14171083271503448	0.27066447171505537	0.736915659377971
SLFN12	-0.14171810448169708	0.27065748777811033	0.736915659377971
NCF1	-0.1418565958738327	0.2704659283647611	0.7366521739130436
C18ORF24	-0.14199303090572357	0.2702953207622468	0.7362875390678082
PRAMEF10	-0.1419983059167862	0.2702883368253018	0.7362875390678082
UGT8	-0.14204423129558563	0.27021899630849044	0.7362797335870599
MAFG	-0.14211083948612213	0.2701182280754265	0.736105220228385
INVS	-0.14215654134750366	0.2700523795270877	0.7360258327668254
TIMP4	-0.1422204226255417	0.2699600917888856	0.7358743540930107
CBLN2	-0.14226993918418884	0.2698972363563803	0.7358030735754114
CECR7	-0.14229896664619446	0.26985732814526586	0.7357943416757344
TUBA2	-0.14233043789863586	0.2698024543549835	0.7357447966263093
PPP4C	-0.14240646362304688	0.2697016861219196	0.7355700680272109
GHRL	-0.1425120234489441	0.2695610096777412	0.7352864335283713
C10ORF110	-0.14253482222557068	0.2695295819614886	0.7352864335283713
EML4	-0.14267821609973907	0.26931756958994313	0.734822376480196
RNF168	-0.14271637797355652	0.26926119924174396	0.7347685815409747
SAMD4B	-0.1427704244852066	0.269182380524793	0.7346535057862492
OR1J4	-0.14279545843601227	0.2691484585453457	0.7346535057862492
TMEM77	-0.14281457662582397	0.2691170308290931	0.7346535057862492
SURF1	-0.1429603546857834	0.2688995310785194	0.7341814219558703
DLD	-0.14297400414943695	0.2688865609099072	0.7341814219558703
HBQ1	-0.14317071437835693	0.26859373441085505	0.7335463215258856
ADCK2	-0.1431974172592163	0.2685523296418238	0.733533178907208
TUBGCP2	-0.14322583377361298	0.2685104260201536	0.7335186699373126
SMPX	-0.14323101937770844	0.26850344208320864	0.7335186699373126
CHSY1	-0.14328159391880035	0.26843011074528583	0.7334991821155944
MCRS1	-0.14331813156604767	0.2683807243340317	0.7334642126789366
TIP39	-0.1433883160352707	0.268285443479996	0.7333037905644941
C11ORF37	-0.1433916687965393	0.2682799561009678	0.7333037905644941
PTTG2	-0.14341871440410614	0.2682395490372144	0.7333037905644941
GPR82	-0.14344581961631775	0.2682016362366557	0.7333037905644941
LOC653147	-0.1434595137834549	0.26818317868901526	0.7333037905644941
MGC33212	-0.14349737763404846	0.268127806046094	0.7333037905644941
SPAG7	-0.14351171255111694	0.26811134390900926	0.7333037905644941
ADH7	-0.1435365080833435	0.26807841963483986	0.7333037905644941
DUX1	-0.1435416042804718	0.2680714356978948	0.7333037905644941
AVIL	-0.1435641646385193	0.2680430010974758	0.7333037905644941
LOC338739	-0.143669992685318	0.2679103062955203	0.7332782632441289
SULF1	-0.1436719000339508	0.26790781203232567	0.7332782632441289
LOC282992	-0.14368537068367004	0.26788785792676845	0.7332782632441289
PCNXL2	-0.14369988441467285	0.2678674049685723	0.7332782632441289
C6ORF164	-0.14377878606319427	0.26775067345106257	0.7332418032786886
OTOA	-0.14380192756652832	0.2677227377032825	0.7332418032786886
CLDN11	-0.1440044641494751	0.2674398882570089	0.7325908718229025
EXT1	-0.14414821565151215	0.2672228873590741	0.732096487631543
PAK7	-0.14419281482696533	0.26715604110545743	0.732013395297977
PPM1D	-0.1442006230354309	0.26714456749476206	0.732013395297977
STC1	-0.1442047655582428	0.26713858126309487	0.732013395297977
C6ORF70	-0.14426805078983307	0.2670507831986431	0.732013395297977
SHF	-0.1442987620830536	0.2670063853137783	0.732003555798687
C1ORF174	-0.14432638883590698	0.2669699690711364	0.732003555798687
MIP	-0.1445368230342865	0.26667614486680635	0.7312982216142272
AVPR1A	-0.14459586143493652	0.26659084106554926	0.7311643179641538
SPACA4	-0.14464427530765533	0.2665314776015165	0.7311015325670499
ZFP41	-0.14466439187526703	0.2665050384116532	0.7311015325670499
SLC7A9	-0.1447802633047104	0.2663389204828894	0.7307733369833015
CCNC	-0.14479121565818787	0.2663284445774718	0.7307733369833015
ZCWPW1	-0.14479850232601166	0.2663194652299711	0.7307733369833015
RPA1	-0.14500151574611664	0.26602763643619676	0.7302190880460085
SLC35E1	-0.14501625299453735	0.2660021949516113	0.7302190880460085
HUMYZ82H07	-0.14507673680782318	0.26592287738202136	0.7301314888371456
C1QTNF6	-0.1450817734003067	0.2659203831188267	0.7301314888371456
SFT2D1	-0.1451551914215088	0.2658091389803452	0.7300191807096863
BCR	-0.14516416192054749	0.26579666766437193	0.7300191807096863
NSMCE2	-0.14522653818130493	0.2657158535368652	0.7299629984925312
GAPDHS	-0.14524754881858826	0.2656864212311683	0.7299629984925312
FUT2	-0.14532850682735443	0.2655602115135189	0.7297354352296093
ZNF436	-0.14541731774806976	0.2654285144168413	0.7294735398958049
LOC574538	-0.14544643461704254	0.2653901027636436	0.7294679829973948
PFKFB3	-0.14560435712337494	0.26516412251820815	0.72894679100384
CD3G	-0.14583519101142883	0.26483986830290335	0.7281552599094775
HCG11	-0.1458776593208313	0.2647805048388706	0.7280919067215365
C12ORF51	-0.14591358602046967	0.264727626459144	0.7280463712443409
MPPE1	-0.14599110186100006	0.26462536166816325	0.7278649835345775
AD7C-NTP	-0.14614495635032654	0.2644218297914796	0.7274049677507891
ZDHHC6	-0.14615456759929657	0.26440436994911704	0.7274049677507891
NOS1	-0.14616088569164276	0.2643968871595331	0.7274049677507891
LOC147727	-0.14626938104629517	0.2642552130100768	0.7272460186710599
LOC645454	-0.14637970924377441	0.264096079018258	0.7269078676369628
ZIM2	-0.14638181030750275	0.2640930859024244	0.7269078676369628
ARHGEF4	-0.14640754461288452	0.2640596627756161	0.7269078676369628
GABARAP	-0.1464291661977768	0.26402673850144665	0.7269078676369628
LOC133619	-0.14645865559577942	0.2639913199640826	0.7269078676369628
FBP1	-0.14647726714611053	0.26396537962685823	0.7269078676369628
MGC43122	-0.14649254083633423	0.26394093584755063	0.7269078676369628
PQLC3	-0.14652873575687408	0.2638915494362965	0.7269078676369628
LOC642421	-0.14659970998764038	0.263794772024344	0.7268769759450171
MPP1	-0.14661234617233276	0.2637832984136486	0.7268769759450171
PIM3	-0.14667682349681854	0.26369250723336324	0.7267949951876804
SNAI3	-0.14668656885623932	0.26367953706475106	0.7267949951876804
LRRC4	-0.14668716490268707	0.2636775416541953	0.7267949951876804
TMBIM1	-0.14675837755203247	0.26357278260001993	0.7267647867950481
VWCE	-0.14686636626720428	0.26342212910306295	0.7264493052689504
CDX2	-0.1472030133008957	0.26295520303302405	0.72526141992295
B4GALT5	-0.14727076888084412	0.2628723934949616	0.7251327920737581
STCH	-0.14727813005447388	0.262861917589544	0.7251327920737581
MYH7B	-0.14728116989135742	0.2628574279157937	0.7251327920737581
CDH4	-0.14728325605392456	0.26285443479996007	0.7251327920737581
PCDHGB4	-0.14743296802043915	0.2626334430809139	0.7248726421588876
C7ORF28A	-0.14744791388511658	0.26260700389105057	0.7248726421588876
OR8D1	-0.14765043556690216	0.2623326349396388	0.7242418399669467
UBE2Z	-0.14768753945827484	0.2622827496757458	0.7242038567493113
